C1,C2,C3,C4,Score
#444F5A,#2994B2,#FCE38A,#FFFBE0,2320
#EEEEEE,#EBD671,#85C88A,#6FB2D2,2319
#ADA991,#BFBBA9,#EAE2C6,#98D8EF,2316
#000000,#465C88,#FF7A30,#E9E3DF,2311
#DDDDBB,#779977,#447878,#4B2C34,2300
#E9E9E9,#FF8040,#0046FF,#001BB7,2299
#F66095,#393E46,#38817A,#2BCDC1,2296
#F6C667,#B30753,#280F34,#BFF4ED,2293
#7B3C59,#FFB563,#D53939,#3C3B5C,2287
#EEEEEE,#D1D8C5,#7E8EF1,#615EFC,2280
#F6F5DA,#4FB9FC,#0E6AC7,#062C80,2278
#6D3939,#5CA0D3,#C8E6F5,#F2EEE0,2268
#F3E9D2,#88D498,#1A936F,#114B5F,2260
#D29D2B,#FFF1CE,#86C6F4,#139487,2256
#F5E9FF,#FCFFBF,#FFF195,#FF7777,2252
#F1A3C5,#A964CD,#B589EF,#ABF2FB,2250
#FFE3B9,#F68686,#92CCE1,#7B77FF,2246
#DB66E4,#F77FEE,#ACEACF,#C5FAD9,2214
#FFE6A5,#FFBF61,#8ABFA3,#605678,2213
#F64E8B,#F6C90E,#3A4750,#303841,2211
#81DAE3,#6CBEC7,#825B32,#654520,2209
#0033C7,#D195F9,#CDE8F6,#EEEEEE,2200
#F5F9EE,#EEF2E2,#F8DA5B,#247291,2198
#FFD717,#0DA574,#083358,#001F3F,2189
#A6ED8E,#28CC9E,#E3F8FF,#FFDD83,2187
#1A2639,#3E4A61,#C24D2C,#D9DAD7,2174
#DC0083,#FFA823,#FFD35A,#6C946F,2172
#FF7DB0,#FF0087,#B0FFFA,#00F7FF,2172
#EEF3AD,#ADEBBE,#74BEC1,#516091,2169
#FF3838,#DC0000,#002455,#050E3C,2169
#6D70C6,#96DAE4,#CDEEAA,#FFEDC6,2167
#AABBFF,#F9FFA5,#FFB072,#FF5A5A,2144
#DA4302,#A0CC78,#589167,#207561,2144
#E9EA77,#BBBBBB,#297CA0,#46185F,2144
#A8D7F7,#7A2E7A,#CA4B7C,#FE7187,2135
#5E0A0A,#5CA0D3,#C8E6F5,#F2EEE0,2131
#403F3F,#427A5B,#B4CD93,#FCF5B8,2129
#FFF0A4,#F16896,#A836AD,#4531B1,2104
#FF4B68,#FBFFA3,#118DF0,#004182,2099
#F1D18A,#73B1C1,#588D9C,#36626A,2099
#4B89AC,#ACE6F6,#E4FCF9,#FAEE5A,2097
#FF5DA2,#FFFDD6,#DAEC8B,#47D0BD,2089
#36A3EB,#F1EA65,#CC435F,#F35F5F,2084
#2D4659,#819F7F,#D3D0A8,#FDFBDA,2075
#535962,#5C7893,#84A1BE,#ECE493,2071
#FDB44B,#76B39D,#962071,#702283,2052
#F5FFC3,#7DD8C7,#509AAF,#612C83,2047
#F9F8EB,#38817A,#87DFD6,#33425B,2042
#312B30,#7A5D7E,#63AEBB,#FBD685,2034
#3B9797,#16476A,#132440,#FDB5CE,2025
#D55B3E,#00AAA0,#8ED2C9,#FCF4D9,2021
#568564,#FFF3A7,#FF858A,#F72464,2019
#EBBB91,#F08181,#9A1BA0,#2D3999,1997
#01252A,#014441,#9D8221,#FFA900,1988
#FFC3E7,#01676B,#21AA93,#00028C,1984
#F6FE91,#FDA856,#1A554F,#003744,1983
#F5FFC3,#7DD8C7,#509AAF,#612147,1978
#84D270,#1FB57B,#ECE58A,#F36B6B,1954
#F67FF5,#5F81E4,#47E4E0,#F6F6D9,1947
#34314F,#692DB7,#8158FC,#FFC15E,1947
#9ADEB9,#FDFE9A,#9876DE,#C190F0,1942
#FACBD3,#CA9DD7,#857EBB,#7FCBD7,1926
#FFFA4D,#F2C9E1,#E04DB0,#5902EC,1920
#B73535,#EEDDD2,#9ED9C5,#C7F2E3,1916
#E4F4FD,#FCC72C,#4CB648,#083C5A,1906
#060771,#FFE08F,#FF6C0C,#BF1A1A,1886
#ECBC55,#54A4AF,#535474,#432C51,1884
#474744,#FF5722,#65EEB7,#F4F4F4,1870
#F0F0F0,#9DDA52,#2EAC6D,#3C2F3D,1854
#AAAAAA,#BBBBBB,#FFEBB7,#70D4B4,1849
#FFB76C,#FFF57E,#26CCC2,#6AECE1,1837
#693382,#336D82,#5F99AE,#F5ECE0,1801
#29252C,#333146,#36485E,#9EFFA9,1800
#EDDDBD,#EF9037,#0C8282,#7EB19F,1800
#58E481,#FBE6A2,#E63870,#4E1E1E,1791
#EEEEEE,#CBD99B,#F87B1B,#11224E,1780
#F7DE1C,#2C3848,#706381,#45B7B8,1762
#7D7474,#E0D909,#F6F1F1,#17E7A4,1737
#2F64A3,#2D8B7D,#65D269,#F7F373,1712
#63F5EF,#41B3FF,#7459DC,#FFF395,1707
#BFF4ED,#280F34,#B30753,#F6C667,1697
#0E2033,#2A6F7F,#78DEC9,#FEFF9F,1684
#2A014B,#027B7E,#D6E1A5,#DAFAF8,1665
#F7D914,#ED8A0A,#301551,#492B7B,1643
#FFC85B,#379956,#234C63,#EEEEEE,1634
#D50B8B,#DC8BE0,#64E2B7,#FBF3C1,1628
#3D3931,#3A5465,#64A97B,#D4ED9D,1614
#E4C666,#247E6C,#A9C6DE,#EAF5FF,1608
#3D3551,#884EA2,#EA648D,#FFFC3A,1603
#311054,#8E2E6A,#EE7777,#BFCD7E,1583
#EEEEEE,#EBCB90,#FFF0CE,#3396D3,1561
#FFEF5F,#EEA727,#85409D,#4D2B8C,1543
#CCE5CF,#3DB6B1,#1581BF,#F6B1CE,1511
#8FB1E9,#A9D7F6,#B84D69,#F96D6D,1472
#444B6C,#57ACC5,#6AF79A,#F2FF9B,1455
#D6EC8C,#68C170,#2E9F82,#515661,1438
#504077,#924992,#FF6868,#FEED30,1426
#E7F2E4,#B2C6D5,#732255,#E55050,1421
#E8984A,#F1D15F,#F3F66F,#1B4B4D,1380
#F2D639,#F66B34,#383838,#5D697A,1345
#336371,#93AF56,#F0D587,#F3F2C9,1344
#DDE9EB,#FCCF5B,#BE9639,#957541,1332
#33484D,#3D655D,#769353,#EBBF58,1306
#F68048,#2845D6,#1A2CA3,#0D1A63,1296
#F3E96D,#BA69DE,#61529F,#4A2377,1295
#F1E2E2,#E0A8A8,#BB8ED0,#3291B6,1280
#CA6180,#FCB7C7,#FEFD99,#9ED3DC,1278
#D8D95C,#5FBDC5,#2866AB,#073059,1276
#56CFD2,#2E8FC6,#F6CE59,#F3FF92,1267
#BEB000,#E4DE66,#4B788F,#39627F,1243
#F3F74D,#F6E97F,#E09EE8,#B074E9,1218
#0D132A,#4F1C4C,#DA4949,#E6EE75,1170
#E471A7,#793E71,#7D77F6,#80E5E9,1164
#FBFF5F,#C89034,#892C41,#2F1B44,1161
#F1E6D1,#EEBB55,#5457A6,#302A77,1157
#263B6A,#6984A9,#A0D585,#EEFABD,1118
#CE2626,#FFFDEB,#E8DBB3,#7DAACB,1116
#27332D,#EA5656,#ECF7C5,#FADB3F,1101
#FA891A,#F1E6C9,#ABDADC,#6E026F,1080
#FEDF96,#8A6BF0,#993D9A,#442B72,1068
#144673,#2685BF,#A2BF39,#F2EB80,1042
#7481CF,#4F5AA8,#55C59D,#C1F880,1019
#081E3F,#083D56,#0E5F76,#D7DF71,973
#88A9F7,#B43144,#EF5959,#F2F1A7,918
#6EAFF7,#29668B,#4BC87F,#F0F87F,896
#FFF799,#91D06C,#4C8CE4,#406093,849
#F1D851,#EDF68D,#377FD9,#83CBFB,827
#555C78,#437975,#72B37E,#E6F18C,784
#644A7F,#9268A5,#E5C890,#EDF3B7,671
#424478,#595CAE,#6EC189,#DFFCAD,660
